Nome da rua;Freguesia
Rua Fonseca;TEIXOSO E SARZEDO
Rua Fonte do Fundo;TEIXOSO E SARZEDO
Rua Francisco Faustino de Araujo;TEIXOSO E SARZEDO
Rua Frederico Osanan;TEIXOSO E SARZEDO
Rua Fátima Fulgêncio;TEIXOSO E SARZEDO
Rua Gago Coutinho;TEIXOSO E SARZEDO
Rua Gamelita Custodia da Sila;TEIXOSO E SARZEDO
Rua General Carmona;TEIXOSO E SARZEDO
Rua General Humberto Delgado;TEIXOSO E SARZEDO
Rua Geraldina de Freitas;TEIXOSO E SARZEDO
Rua Geraldo F da Silva;TEIXOSO E SARZEDO
Rua Geraldo Nassif Salomão;TEIXOSO E SARZEDO
Rua Gilda Batista;TEIXOSO E SARZEDO
Rua H;TEIXOSO E SARZEDO
Rua Helena Antipof;TEIXOSO E SARZEDO
Rua Helio Magalhães Henrique;TEIXOSO E SARZEDO
Rua Herbert de Souza;TEIXOSO E SARZEDO
Rua Hermes Pereira Pinto;TEIXOSO E SARZEDO
Rua I;TEIXOSO E SARZEDO
Rua Ilídio Venido Fulgêncio;TEIXOSO E SARZEDO
Rua Imbuia;TEIXOSO E SARZEDO
Rua Inconfidentes;TEIXOSO E SARZEDO
Rua Iolanda Barbosa;TEIXOSO E SARZEDO
Rua Iolanda Martins;TEIXOSO E SARZEDO
Rua Irene Pinheiro Avelar;TEIXOSO E SARZEDO
Rua J;TEIXOSO E SARZEDO
Rua Jacarandá;TEIXOSO E SARZEDO
Rua Jatoba;TEIXOSO E SARZEDO
Rua Jequitibá;TEIXOSO E SARZEDO
Rua Jeriba;TEIXOSO E SARZEDO
Rua José Agostinho Pereira de Paiva;TEIXOSO E SARZEDO
Rua José Ambrósio;TEIXOSO E SARZEDO
Rua José Batista;TEIXOSO E SARZEDO
Rua José Batista Filho;TEIXOSO E SARZEDO
Rua José Caetano de Lima;TEIXOSO E SARZEDO
Rua José Firmiano;TEIXOSO E SARZEDO
Rua José Francisco;TEIXOSO E SARZEDO
Rua José Moreira Reis;TEIXOSO E SARZEDO
Rua José Pedro Ferreira;TEIXOSO E SARZEDO
Rua José Rocha Coutinho;TEIXOSO E SARZEDO
Rua João Lázaro;TEIXOSO E SARZEDO
Rua João Pinheiro;TEIXOSO E SARZEDO
Rua João de Barro;TEIXOSO E SARZEDO
Rua João de Deus;TEIXOSO E SARZEDO
Rua Juriti;TEIXOSO E SARZEDO
Rua Juruá;TEIXOSO E SARZEDO
Rua K;TEIXOSO E SARZEDO
Rua L;TEIXOSO E SARZEDO
Rua Leonardo Fernandes Guimaraes;TEIXOSO E SARZEDO
Rua Lidia Bellote;TEIXOSO E SARZEDO
Rua Luís do Vale;TEIXOSO E SARZEDO
Rua Madre Teresa de Calcutá;TEIXOSO E SARZEDO
Rua Manoel Luiz dos Santos;TEIXOSO E SARZEDO
Rua Manoel Pinheiro;TEIXOSO E SARZEDO
Rua Manuel Alçada Padez;TEIXOSO E SARZEDO
Rua Maria Carlota;TEIXOSO E SARZEDO
Rua Maria Efigênia Leite;TEIXOSO E SARZEDO
Rua Maria José Cardoso;TEIXOSO E SARZEDO
Rua Maria Luiza;TEIXOSO E SARZEDO
Rua Maria Risoleta Campos;TEIXOSO E SARZEDO
Rua Martin Luther King;TEIXOSO E SARZEDO
Rua Milton Campos;TEIXOSO E SARZEDO
Rua Milton Vicente Saldanha;TEIXOSO E SARZEDO
Rua Mongo;TEIXOSO E SARZEDO
Rua Nelson Mandela;TEIXOSO E SARZEDO
Rua Nolasco;TEIXOSO E SARZEDO
Rua Nossa Senhora de Fátima;TEIXOSO E SARZEDO
Rua Nove;TEIXOSO E SARZEDO
Rua Nun' Álvares;TEIXOSO E SARZEDO
Rua O;TEIXOSO E SARZEDO
Rua Oito;TEIXOSO E SARZEDO
Rua Olavo Pinheiro de Resende;TEIXOSO E SARZEDO
Rua Olegário Maciel;TEIXOSO E SARZEDO
Rua Oliveira Melo;TEIXOSO E SARZEDO
Rua Onofre Gonçalves Viana;TEIXOSO E SARZEDO
Rua Onze;TEIXOSO E SARZEDO
Rua Osvaldo Cruz;TEIXOSO E SARZEDO
Rua P;TEIXOSO E SARZEDO
Rua Padre Cícero;TEIXOSO E SARZEDO
Rua Padre Eymard;TEIXOSO E SARZEDO
Rua Padre Ozorio;TEIXOSO E SARZEDO
Rua Palmeira;TEIXOSO E SARZEDO
Rua Pau Brasil;TEIXOSO E SARZEDO
Rua Pedro Pinheiro;TEIXOSO E SARZEDO
Rua Pinheiro Diniz;TEIXOSO E SARZEDO
Rua Pinto Rabêlo;TEIXOSO E SARZEDO
Rua Ponte Pedrinha;TEIXOSO E SARZEDO
Rua Presidente Carlos Luz;TEIXOSO E SARZEDO
Rua Princesa Sabel;TEIXOSO E SARZEDO
Rua Professor Horácio das Neves;TEIXOSO E SARZEDO
Rua Professor José Costa Vaz;TEIXOSO E SARZEDO
Rua Professora Efigênia Mendonça;TEIXOSO E SARZEDO
Rua Professora Filomena Alves Ribeiro;TEIXOSO E SARZEDO
Rua Professora Rosa Maria Vale Serra A Dias;TEIXOSO E SARZEDO
Rua Q;TEIXOSO E SARZEDO
Rua Quaresmeira;TEIXOSO E SARZEDO
Rua Quatorze;TEIXOSO E SARZEDO
Rua Quatro;TEIXOSO E SARZEDO
Rua Quinta da Carqueja;TEIXOSO E SARZEDO
Rua Quinta do Ribeiro;TEIXOSO E SARZEDO
Rua Quintas de Vale de Mouro;TEIXOSO E SARZEDO
Rua Quintas de Vale do Mouro;TEIXOSO E SARZEDO
Rua Quintas do Vale de Mouro;TEIXOSO E SARZEDO
Rua Quinze;TEIXOSO E SARZEDO
Rua R;TEIXOSO E SARZEDO
Rua Realino Pinheiro;TEIXOSO E SARZEDO
Rua Rio Aimorés;TEIXOSO E SARZEDO
Rua Rio Branco;TEIXOSO E SARZEDO
Rua Rio Comprido;TEIXOSO E SARZEDO
Rua Rio Congo;TEIXOSO E SARZEDO
Rua Rio Manso;TEIXOSO E SARZEDO
Rua Rio Negro;TEIXOSO E SARZEDO
Rua Rio Nilo;TEIXOSO E SARZEDO
Rua Rio Paraopeba;TEIXOSO E SARZEDO
Rua Rio Verde;TEIXOSO E SARZEDO
Rua Rosalino e Rosa;TEIXOSO E SARZEDO
Rua S;TEIXOSO E SARZEDO
Rua Sacadura Cabral;TEIXOSO E SARZEDO
Rua Santa Clara;TEIXOSO E SARZEDO
Rua Santa Efigência;TEIXOSO E SARZEDO
Rua Santa Elizia;TEIXOSO E SARZEDO
Rua Santa Lucía;TEIXOSO E SARZEDO
Rua Santa Margarida;TEIXOSO E SARZEDO
Rua Santa Rita;TEIXOSO E SARZEDO
Rua Santa Rosa de Lima;TEIXOSO E SARZEDO
Rua Santo André;TEIXOSO E SARZEDO
Rua Santo Antônio;TEIXOSO E SARZEDO
Rua Sebastião Badaro;TEIXOSO E SARZEDO
Rua Sebastião Ribeiro;TEIXOSO E SARZEDO
Rua Seis;TEIXOSO E SARZEDO
Rua Senhor dos Passos;TEIXOSO E SARZEDO
Rua Senhora do Carmo;TEIXOSO E SARZEDO
Rua Senhora dos Caminhos;TEIXOSO E SARZEDO
Rua Senhora dos Verdes;TEIXOSO E SARZEDO
Rua Seringueira;TEIXOSO E SARZEDO
Rua Sete;TEIXOSO E SARZEDO
Rua Sinfrônio Moreira;TEIXOSO E SARZEDO
Rua São Cosme e Damião;TEIXOSO E SARZEDO
Rua São Francisco;TEIXOSO E SARZEDO
Rua São José;TEIXOSO E SARZEDO
Rua São João;TEIXOSO E SARZEDO
Rua São Judas Tadeu;TEIXOSO E SARZEDO
Rua São Luiz;TEIXOSO E SARZEDO
Rua São Marcos;TEIXOSO E SARZEDO
Rua São Mateus;TEIXOSO E SARZEDO
Rua São Paulo;TEIXOSO E SARZEDO
Rua São Sebastião;TEIXOSO E SARZEDO
Rua São Vicente de Paula;TEIXOSO E SARZEDO
Rua T;TEIXOSO E SARZEDO
Rua Tarcisio Luiz Freitas;TEIXOSO E SARZEDO
Rua Tereza Gomes Evangelista;TEIXOSO E SARZEDO
Rua Tiradentes;TEIXOSO E SARZEDO
Rua Tomaz Antônio de Gonzaga;TEIXOSO E SARZEDO
Rua Tomé de Souza;TEIXOSO E SARZEDO
Rua Treze;TEIXOSO E SARZEDO
Rua Trinta;TEIXOSO E SARZEDO
Rua Três;TEIXOSO E SARZEDO
Rua U;TEIXOSO E SARZEDO
Rua Um;TEIXOSO E SARZEDO
Rua União Recreativa Sarzedense;TEIXOSO E SARZEDO
Rua V;TEIXOSO E SARZEDO
Rua Vale Cibrão;TEIXOSO E SARZEDO
Rua Venceslau Brás;TEIXOSO E SARZEDO
Rua Via Secundaria;TEIXOSO E SARZEDO
Rua Via Secundaria 2;TEIXOSO E SARZEDO
Rua Via Secundaria Quatro;TEIXOSO E SARZEDO
Rua Via Secundária 5;TEIXOSO E SARZEDO
Rua Vicente Nunes Rezende;TEIXOSO E SARZEDO
Rua Vinte;TEIXOSO E SARZEDO
Rua Vinte e Cinco;TEIXOSO E SARZEDO
Rua Vinte e Dois;TEIXOSO E SARZEDO
Rua Vinte e Nove;TEIXOSO E SARZEDO
Rua Vinte e Quatro;TEIXOSO E SARZEDO
Rua Vinte e Seis;TEIXOSO E SARZEDO
Rua Vinte e Sete;TEIXOSO E SARZEDO
Rua Vinte e Três;TEIXOSO E SARZEDO
Rua Vinte e Um;TEIXOSO E SARZEDO
Rua Virgilio;TEIXOSO E SARZEDO
Rua Vlbd 6;TEIXOSO E SARZEDO
Rua Vlbd Nove;TEIXOSO E SARZEDO
Rua Vlr B;TEIXOSO E SARZEDO
Rua W;TEIXOSO E SARZEDO
Rua Zumbi dos Palmares;TEIXOSO E SARZEDO
Rua da Amargura;TEIXOSO E SARZEDO
Rua da Capela;TEIXOSO E SARZEDO
Rua da Carvalhosa;TEIXOSO E SARZEDO
Rua da Comenda;TEIXOSO E SARZEDO
Rua da Filigueira;TEIXOSO E SARZEDO
Rua da Fonte da Quelha;TEIXOSO E SARZEDO
Rua da Gândara Chã;TEIXOSO E SARZEDO
Rua da Infesta;TEIXOSO E SARZEDO
Rua da Lomba;TEIXOSO E SARZEDO
Rua da Malta;TEIXOSO E SARZEDO
Rua da Margadeira;TEIXOSO E SARZEDO
Rua da Portela;TEIXOSO E SARZEDO
Rua da Praça;TEIXOSO E SARZEDO
Rua da República;TEIXOSO E SARZEDO
Rua da Restauração;TEIXOSO E SARZEDO
Rua da Ribeira;TEIXOSO E SARZEDO
Rua da Saudade;TEIXOSO E SARZEDO
Rua da Serra;TEIXOSO E SARZEDO
Rua da Vaqueira;TEIXOSO E SARZEDO
Rua da Várzea;TEIXOSO E SARZEDO
Rua das Alagoas;TEIXOSO E SARZEDO
Rua das Almoínhas;TEIXOSO E SARZEDO
Rua das Amoreiras;TEIXOSO E SARZEDO
Rua das Hortas;TEIXOSO E SARZEDO
Rua das Mimosas;TEIXOSO E SARZEDO
Rua das Moitinhas;TEIXOSO E SARZEDO
Rua das Quatro Quinas;TEIXOSO E SARZEDO
Rua das Tendas;TEIXOSO E SARZEDO
Rua de Aljubarrota;TEIXOSO E SARZEDO
Rua de Santo António;TEIXOSO E SARZEDO
Rua de São Pedro;TEIXOSO E SARZEDO
Rua do Cabeço do Castelo;TEIXOSO E SARZEDO
Rua do Canto Macaca;TEIXOSO E SARZEDO
Rua do Carrapatelo;TEIXOSO E SARZEDO
Rua do Casal de Baixo;TEIXOSO E SARZEDO
Rua do Castelo;TEIXOSO E SARZEDO
Rua do Cemitério;TEIXOSO E SARZEDO
Rua do Emigrante;TEIXOSO E SARZEDO
Rua do Espírito Santo;TEIXOSO E SARZEDO
Rua do Infantário;TEIXOSO E SARZEDO
Rua do Lameiro;TEIXOSO E SARZEDO
Rua do Mogo;TEIXOSO E SARZEDO
Rua do Moscardão;TEIXOSO E SARZEDO
Rua do Padrão;TEIXOSO E SARZEDO
Rua do Passal;TEIXOSO E SARZEDO
Rua do Pinhal;TEIXOSO E SARZEDO
Rua do Pinhal Novo;TEIXOSO E SARZEDO
Rua do Pio;TEIXOSO E SARZEDO
Rua do Pisco;TEIXOSO E SARZEDO
Rua do Pontão;TEIXOSO E SARZEDO
Rua do Pouso;TEIXOSO E SARZEDO
Rua do Péguinho;TEIXOSO E SARZEDO
Rua do Quebra Costas;TEIXOSO E SARZEDO
Rua do Ramalhal;TEIXOSO E SARZEDO
Rua do Ribeiro;TEIXOSO E SARZEDO
Rua do Rio Zêzere;TEIXOSO E SARZEDO
Rua do Terreiro;TEIXOSO E SARZEDO
Rua do Tesouro;TEIXOSO E SARZEDO
Rua dos Barreiros;TEIXOSO E SARZEDO
Rua dos Boucais;TEIXOSO E SARZEDO
Rua dos Combatentes do Ultramar;TEIXOSO E SARZEDO
Rua dos Coutos;TEIXOSO E SARZEDO
Rua dos Ferroviários;TEIXOSO E SARZEDO
Rua dos Jesmins;TEIXOSO E SARZEDO
Rua dos Olivais;TEIXOSO E SARZEDO
Rua dos Pomares;TEIXOSO E SARZEDO
Rua dos Rodoviários;TEIXOSO E SARZEDO
Rua dos Teixos;TEIXOSO E SARZEDO
Rua doutor Carlos Mourão;TEIXOSO E SARZEDO
Rua doutor carlkos Mourão;TEIXOSO E SARZEDO
Segunda Transversal da Rua das Amoreiras;TEIXOSO E SARZEDO
Sítio da Várzea;TEIXOSO E SARZEDO
Terceira Transversal da Rua das Amoreiras;TEIXOSO E SARZEDO
Transversal da Rua da Várzea;TEIXOSO E SARZEDO
Travessa Doutor Francisco Garret;TEIXOSO E SARZEDO
Travessa Espírito Santo;TEIXOSO E SARZEDO
Travessa Fonte do Cimo;TEIXOSO E SARZEDO
Travessa Gago Coutinho;TEIXOSO E SARZEDO
Travessa da Avenida das Acácias;TEIXOSO E SARZEDO
Travessa da Fonte da Quelha;TEIXOSO E SARZEDO
Travessa da Palmeira;TEIXOSO E SARZEDO
Travessa da Praça;TEIXOSO E SARZEDO
Travessa da Restauração;TEIXOSO E SARZEDO
Travessa da Rua da Amoreira;TEIXOSO E SARZEDO
Travessa da Rua das Amoreiras;TEIXOSO E SARZEDO
Travessa da Vaqueira;TEIXOSO E SARZEDO
Travessa das Moitinhas;TEIXOSO E SARZEDO
Travessa de Santo António;TEIXOSO E SARZEDO
Travessa de São Marcos;TEIXOSO E SARZEDO
Travessa do Forno;TEIXOSO E SARZEDO
Travessa do Lagar;TEIXOSO E SARZEDO
Travessa do Pio;TEIXOSO E SARZEDO
Travessa do Pisco;TEIXOSO E SARZEDO
Urbanização Bairro das Nogueiras;TEIXOSO E SARZEDO
Urbanização Senhora dos Verdes;TEIXOSO E SARZEDO
travessa do Baleizão;TEIXOSO E SARZEDO
1ª Transversal Estrada Municipal 513;TORTOSENDO
1ª Transversal da Alameda dos Empresários;TORTOSENDO
1ª Transversal da Quinta Maiorais de Cima;TORTOSENDO
1ª Transversal da Quinta da Serrabola;TORTOSENDO
1ª Transversal da Rua Maiorais de Baixo;TORTOSENDO
1ª Transversal da Rua da Emissora;TORTOSENDO
1ª Transversal da Rua das Courelas;TORTOSENDO
1ª Transversal À Avenida Montes Hermínios;TORTOSENDO
1ª Transversal À Rua Fonte Fria de Cima;TORTOSENDO
1ª Transversal à Rua Principal A;TORTOSENDO
1ª Transversal à Rua Principal B;TORTOSENDO
1ª transversal à estrada Estrada Municipal 513;TORTOSENDO
2ª Transversal da Quinta Maiorais de Cima;TORTOSENDO
2ª Transversal da Rua Maiorais de Baixo;TORTOSENDO
2ª Transversal da Rua da Emissora;TORTOSENDO
2ª Transversal À Avenida Montes Hermínios;TORTOSENDO
2ª Transversal À Rua Fonte Fria de Cima;TORTOSENDO
2ª Tranversal da Ponte Pedrinha;TORTOSENDO
3ª Transversal da Rua Maiorais de Baixo;TORTOSENDO
3ª Transversal da Rua da Emissora;TORTOSENDO
3ª Transversal À Avenida Montes Hermínios;TORTOSENDO
4ª Transversal da Rua Maiorais de Baixo;TORTOSENDO
4ª Transversal À Avenida Montes Hermínios;TORTOSENDO
5ª Transversal da Rua Maiorais de Baixo;TORTOSENDO
5ª Transversal À Avenida Montes Hermínios;TORTOSENDO
6ª Transversal À Avenida Montes Hermínios;TORTOSENDO
Alameda dos Empresários;TORTOSENDO
Antiga Estrada Nacional 18;TORTOSENDO
Atalho pelo Seminário;TORTOSENDO
Avenida 5 de Outubro;TORTOSENDO
Avenida Almeida Garret;TORTOSENDO
Avenida Almeida Garrett;TORTOSENDO
Avenida José Rodrigues Ribeiro;TORTOSENDO
Avenida João Carlos Quelhas Calado;TORTOSENDO
Avenida Montes Hermínios;TORTOSENDO
Avenida Viriato;TORTOSENDO
Avenida de São Tiago;TORTOSENDO
Avenida dos Montes Hermínios;TORTOSENDO
Bairro Santa Catarina;TORTOSENDO
Beco Nº 1 da Rua Nova dos Olivais;TORTOSENDO
Beco Nº 2 da Rua Nova dos Olivais;TORTOSENDO
Beco Nº 3 da Rua Nova dos Olivais;TORTOSENDO
Beco Saint Genis Laval;TORTOSENDO
Beco da Alegria;TORTOSENDO
Beco da Avenida do Viriato;TORTOSENDO
Beco da Senhora do Rosário;TORTOSENDO
Beco das Santas;TORTOSENDO
Beco n.º 3 da Rua Nova dos Olivais;TORTOSENDO
Bela Vista;TORTOSENDO
Calçada das Pontes;TORTOSENDO
Caminho Municipal 1124;TORTOSENDO
Caminho Municipal 1125;TORTOSENDO
Caminho Municipal 1126;TORTOSENDO
Caminho Municipal 1127;TORTOSENDO
Caminho Municipal 1129;TORTOSENDO
Caminho Municipal 1129-1;TORTOSENDO
Caminho Municipal 1131;TORTOSENDO
Caminho Municipal 1310-2;TORTOSENDO
Caminho Municipal 2316;TORTOSENDO
Caminho Quinta da Serrabola;TORTOSENDO
Caminho da Açudinha;TORTOSENDO
Caminho de São Miguel;TORTOSENDO
Caminho do Amaral;TORTOSENDO
Caminho dos Lagares;TORTOSENDO
Eixo TCT;TORTOSENDO
Escadas do Duque;TORTOSENDO
Estrada Municipal 513;TORTOSENDO
Estrada Nacional 230;TORTOSENDO
Estrada Ribeiro da Macieira;TORTOSENDO
Estrada da Ladeirinha;TORTOSENDO
Estrada da Ponte Pedrinha;TORTOSENDO
Estrada do Casal da Serra;TORTOSENDO
Estrada do Seminário;TORTOSENDO
Estrada dos Lagares;TORTOSENDO
Kartódromo;TORTOSENDO
Ladeira da Calçadinha;TORTOSENDO
Largo 1º de Maio;TORTOSENDO
Largo Nossa Senhora do Rosário;TORTOSENDO
Largo Nossa Senhora dos Rosário;TORTOSENDO
Largo da Amoreira;TORTOSENDO
Largo da Feira;TORTOSENDO
Largo da Fonte;TORTOSENDO
Largo de Nossa Senhora dos Prazeres;TORTOSENDO
Largo do Calvário;TORTOSENDO
Largo do Terroeiro;TORTOSENDO
Largo dos Pinhos Mansos;TORTOSENDO
Lot Quinta da Clarabóia;TORTOSENDO
Loteamento Quinta do Prazo;TORTOSENDO
Meia Légua;TORTOSENDO
Parede do Guerra;TORTOSENDO
Parque Urbis;TORTOSENDO
Parte comum;TORTOSENDO
Passagem ilegal da linha;TORTOSENDO
Ponte Pedrinha;TORTOSENDO
Praça da Liberdade;TORTOSENDO
Quelha;TORTOSENDO
Quelha da Silva;TORTOSENDO
Quinta Canada de Baixo;TORTOSENDO
Quinta Parede do Guerra;TORTOSENDO
Quinta da Canada;TORTOSENDO
Quinta da Pedracha;TORTOSENDO
Quinta da Tapada;TORTOSENDO
Quinta de Santa Margarida;TORTOSENDO
Quinta de Santiago;TORTOSENDO
Quinta de São João;TORTOSENDO
Quinta do Advogado;TORTOSENDO
Quinta do Ameal;TORTOSENDO
Quinta do Cavaco;TORTOSENDO
Quinta do Pomar;TORTOSENDO
Quinta do Rebolal;TORTOSENDO
Rotunda do Casal 2;TORTOSENDO
Rua 1º de Maio;TORTOSENDO
Rua 25 de Abril;TORTOSENDO
Rua A;TORTOSENDO
Rua A à Avenida dos Montes Hermínios;TORTOSENDO
Rua B;TORTOSENDO
Rua Belsol;TORTOSENDO
Rua C;TORTOSENDO
Rua CPT Pinhos Mansos;TORTOSENDO
Rua D;TORTOSENDO
Rua Direita;TORTOSENDO
Rua Dona Maria Rosália Tavares Proença;TORTOSENDO
Rua Dona Maria do Rosário Tavares Proença;TORTOSENDO
Rua Doutor Gabriel Boavida Castelo Branco;TORTOSENDO
Rua Dr. Gabriel Boavida Castelo Branco;TORTOSENDO
Rua E;TORTOSENDO
Rua Engenheiro Duarte Pacheco;TORTOSENDO
Rua F;TORTOSENDO
Rua Fonet da Cale;TORTOSENDO
Rua Fonte Fria de Cima;TORTOSENDO
Rua Fonte da Cale;TORTOSENDO
Rua G;TORTOSENDO
Rua H;TORTOSENDO
Rua I;TORTOSENDO
Rua Indústria de Lanifícios;TORTOSENDO
Rua J;TORTOSENDO
Rua José Ary dos Santos;TORTOSENDO
Rua José Carlos Ary dos Santos;TORTOSENDO
Rua Machedes;TORTOSENDO
Rua Machedes de Baixo;TORTOSENDO
Rua Machedes de Cima;TORTOSENDO
Rua Morgada;TORTOSENDO
Rua Nossa Senhora Prazeres;TORTOSENDO
Rua Nossa Senhora do Rosário;TORTOSENDO
Rua Nova do Souto;TORTOSENDO
Rua Nova dos Olivais;TORTOSENDO
Rua Primeira;TORTOSENDO
Rua Principal;TORTOSENDO
Rua Principal A;TORTOSENDO
Rua Principal B;TORTOSENDO
Rua Quarta;TORTOSENDO
Rua Quinta Pé da Maia;TORTOSENDO
Rua Quinta da Estremilda;TORTOSENDO
Rua Quinta da Guerra;TORTOSENDO
Rua Quinta da Raposa;TORTOSENDO
Rua Quinta das Lameiras;TORTOSENDO
Rua Ribeiro dos Fornos;TORTOSENDO
Rua Segunda;TORTOSENDO
Rua Senhora dos Prazeres;TORTOSENDO
Rua Senhora dos Remédios;TORTOSENDO
Rua Sol Nascente;TORTOSENDO
Rua Terceira;TORTOSENDO
Rua Unidos Futebol Clube;TORTOSENDO
Rua Vale das Donas;TORTOSENDO
Rua Viriato;TORTOSENDO
Rua da Amoreira;TORTOSENDO
Rua da Calçada;TORTOSENDO
Rua da Emissora;TORTOSENDO
Rua da Estação;TORTOSENDO
Rua da Feira;TORTOSENDO
Rua da Fonte;TORTOSENDO
Rua da Fonte Fria;TORTOSENDO
Rua da Fonte Fria de Cima;TORTOSENDO
Rua da Indústria de Lanifícios;TORTOSENDO
Rua da Malhada;TORTOSENDO
Rua da Nossa Senhora dos Remédios;TORTOSENDO
Rua da Quinta da Estremida;TORTOSENDO
Rua da Senhora do Rosário;TORTOSENDO
Rua das Courelas;TORTOSENDO
Rua das Flores;TORTOSENDO
Rua das Lages;TORTOSENDO
Rua das Laranjeiras;TORTOSENDO
Rua das Machedes;TORTOSENDO
Rua das Machedes de Cima;TORTOSENDO
Rua das Machedes debaixo;TORTOSENDO
Rua das machedes de baixo;TORTOSENDO
Rua de Saint Genis Laval;TORTOSENDO
Rua de São José Operário;TORTOSENDO
Rua de São João;TORTOSENDO
Rua do Bairro de Santa Catarina;TORTOSENDO
Rua do Bairro dos Maiorais;TORTOSENDO
Rua do Beco do CAbo da Aldeia;TORTOSENDO
Rua do Cabeço;TORTOSENDO
Rua do Cabo da ALdeia;TORTOSENDO
Rua do Calvário;TORTOSENDO
Rua do Campo;TORTOSENDO
Rua do Canto;TORTOSENDO
Rua do Carvalhal;TORTOSENDO
Rua do Cimo;TORTOSENDO
Rua do Comércio;TORTOSENDO
Rua do Fundo;TORTOSENDO
Rua do Loureiro;TORTOSENDO
Rua do Pombal;TORTOSENDO
Rua do Quintal;TORTOSENDO
Rua do Regateiro;TORTOSENDO
Rua do Ribeirinho;TORTOSENDO
Rua do Santuário;TORTOSENDO
Rua do Sol Nascente;TORTOSENDO
Rua do Souto Escuro;TORTOSENDO
Rua do Sítio da Parede;TORTOSENDO
Rua do Terroeiro;TORTOSENDO
Rua do Torno;TORTOSENDO
Rua dos Escabelados;TORTOSENDO
Rua dos Loureiros;TORTOSENDO
Rua dos Maiorais de Baixo;TORTOSENDO
Sitio da Parede do Guerra;TORTOSENDO
Souto Escuro;TORTOSENDO
Sítio da Ladeira Grande;TORTOSENDO
Sítio da Tenda;TORTOSENDO
Sítio de Espertim;TORTOSENDO
Sítio do Passal;TORTOSENDO
Sítio do Ribeiro Negro;TORTOSENDO
Sítio do Souto Escuro;TORTOSENDO
Sítio Árvores Altas;TORTOSENDO
Transversal Rua Quinta da Estremilda;TORTOSENDO
Transversal da Estrada do Espertim;TORTOSENDO
Transversal da Rua Ribeiro dos Fornos;TORTOSENDO
Transversal da Rua Vale das Donas;TORTOSENDO
Tranversal da Rua da Ponte Pedrinha;TORTOSENDO
Travessa;TORTOSENDO
Travessa Quinta do Ameal;TORTOSENDO
Travessa Rua da Ponte Pedrinha;TORTOSENDO
Travessa da Amoreira;TORTOSENDO
Travessa da Fonte da Cale;TORTOSENDO
Travessa da Rua Direita;TORTOSENDO
Travessa da Rua da Fonte;TORTOSENDO
Travessa da Rua da Ponte Pedrinha;TORTOSENDO
Travessa da Rua dos Loureiros;TORTOSENDO
Travessa da Senhora do Rosário;TORTOSENDO
Travessa das Fábricas;TORTOSENDO
Travessa de São José Operário;TORTOSENDO
Travessa de São Tiago;TORTOSENDO
Travessa do Campo;TORTOSENDO
Travessa do Carvalhal;TORTOSENDO
Travessa do Duque;TORTOSENDO
Travessa do Passadiço;TORTOSENDO
Travessa do Ribeirinho;TORTOSENDO
Travessa do Terroeiro;TORTOSENDO
Travessa dos Escabelados;TORTOSENDO
Urbanização Cruz dos Pinhais;TORTOSENDO
Urbanização Quinta da Clarabóia;TORTOSENDO
Urbanização Sítio da Pousada;TORTOSENDO
Variante à EN 18;TORTOSENDO
buraco na rede;TORTOSENDO
caminho;TORTOSENDO
normalmente por limpar;TORTOSENDO
Avenida 1º de Maio;UNHAIS DA SERRA
Avenida Nossa Senhora da Saúde;UNHAIS DA SERRA
Avenida Primeiro de Maio;UNHAIS DA SERRA
Avenida da Cidade da Covilhã;UNHAIS DA SERRA
Avenida da Lomba;UNHAIS DA SERRA
Avenida das Termas;UNHAIS DA SERRA
Bairro Cabeço da Ponte;UNHAIS DA SERRA
Bairro Novo de São José;UNHAIS DA SERRA
Bairro São José;UNHAIS DA SERRA
Bairro da Assomada;UNHAIS DA SERRA
Bairro da Bouxinha;UNHAIS DA SERRA
Bairro da Pedreira;UNHAIS DA SERRA
Bairro da Risca;UNHAIS DA SERRA
Bairro da Terra Senhora;UNHAIS DA SERRA
Bairro dos Barreiros;UNHAIS DA SERRA
Caminho Municipal 1407;UNHAIS DA SERRA
Caminho Municipal 2314;UNHAIS DA SERRA
Caminho Municipal 2315;UNHAIS DA SERRA
Caminho Municipal 2501;UNHAIS DA SERRA
Caminho Municipal 2502;UNHAIS DA SERRA
Caminho Municipal 2503;UNHAIS DA SERRA
Caminho Municipal 2504;UNHAIS DA SERRA
Caminho Municipal 2505;UNHAIS DA SERRA
Caminho Municipal 2506;UNHAIS DA SERRA
Caminho Municipal 2507;UNHAIS DA SERRA
Caminho Municipal 2508;UNHAIS DA SERRA
Caminho Municipal 2508-1;UNHAIS DA SERRA
Caminho Municipal 2509;UNHAIS DA SERRA
Caminho Municipal 2509-1;UNHAIS DA SERRA
Caminho Municipal 2509-2;UNHAIS DA SERRA
Caminho Municipal 2510;UNHAIS DA SERRA
Caminho Municipal 2510-1;UNHAIS DA SERRA
Caminho Municipal 2511;UNHAIS DA SERRA
Caminho Municipal 2511-1;UNHAIS DA SERRA
Caminho Municipal 2511-2;UNHAIS DA SERRA
Caminho Municipal 2512;UNHAIS DA SERRA
Caminho Municipal 2516;UNHAIS DA SERRA
Caminho Municipal 2517;UNHAIS DA SERRA
Caminho Municipal 2520;UNHAIS DA SERRA
Caminho Municipal 2521;UNHAIS DA SERRA
